prompt,completion
"That explains some things, guess this'll take getting used to (not to mention the dozens of dabs I have to go back and re-fix). So, do you recall <url> by any chance?",neutral
"I ""voted"" weak keep, based on what I've found.  Can you comment?",impolite
"I'm happy to help!  After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",polite
"<person> on ""<url>"". What do you think?",neutral
For the albums chart or the singles? Do you know the formats the albums were released in?,neutral
"First off, great work at the <url> article. I'm just wondering why you changed the sentence back to ""During this period, defense expenditures underwent exponential growth allowing an unprecedent level of weapon acquisitions and the rapid expansion of the <url>."" from ""During this period, defense expenditures underwent exponential growth allowing an unprecedent level of weapon acquisition and expansion of the <url>."" The version I changed it to is more grammarically correct, don't you think?",polite
"Brian, I'm with you, stepping back and looking at it. Shall I merge-tag them or should we just merge them in-house?",neutral
I thought you admitted that breaking down by decade can be going too far in some cases. Are you telling me that five films cannot be presented in a single row?,impolite
"It's a sand box, a guide for future topics. It is a copyright even if not in the main namespace?",neutral
Thanks for pointing that out. Do you suppose we should move or copy these image requests to the MilHist task forces too?,neutral
"Maybe others haven't noticed - or are too busy.  If you are thinking what I'm thinking, why am I reverting so many of your edits?",neutral
"I know that this has been discussed before by various editors, but can anybody give me a reason why the problem is normally formulated in terms of the door numbers (1,2,3) and not the objects behind the doors (the car, goat 1, and goat 2).  Is this just because the door are given numbers in the problem statement but the goats are not given names?",neutral
"When someone explicitly states that they created the image themselves, then surely GFDL is at least implied? I know i forgot to add the tag but is it really necessary to put a delete template on the image?",impolite
"You should be able to edit semi-protected pages at present, as far as I can see. What happens when you try to edit <url>?",neutral
"Some time ago, you uploaded separate maps for each town and unincorporated community in <url>.  Do you have similar maps for any other counties, or a town-level map of the entire state?",polite
"I don't understand how you find it appropriate to talk about your illegal drug use on your user page.  Also, how do you have the right to ban other people's usernames with a name like ""'''BONG'''warrior""?",polite
"BTW, as a complete aside, I have wondered for years why Enver Bey/Pasha is at <url>. What do you think?",impolite
"Since you are STILL not responding to me (or the talk page discussion) and reverting anyway, I have mad you a <url> template.  Post THAT on your page and leave the regular one alone, OK?",neutral
Delete away; the SVG's done :) How would you like it licensed? PD?,neutral
"Yes, I have. Did you really need to send me a reminder?",impolite
"With respect to your format, I think that all the things listed in the section before the sections should be separated as slang refs, phrases using breaking then the other section that appears.  What do you think?",polite
Oh and you seem to have deleted half of the stuff on <url> ... I presume this was a mistake?,neutral
"give me your personal opinion, is an article with citations and written in a mature manner, about shart, ever going to remain without being deleted? or will i just waste my time if i make it?",neutral
I have now created <url> and <url>.  I wonder if a similar template may be warranted for listifying (CfL)?,neutral
"Okay, fair enough. But if they're necessary, could we find a less complex and eyeglazing ''name'' for them?",neutral
"Despite my best efforts, I've been unable to find the coordinates for the <url>: it's a specific little spot somewhere on a rail line between two villages, 3 miles apart.  Is the ""coord missing"" template appropriate, since they're missing, or is it inappropriate, since I believe that no reliable source has that information?",impolite
Very nice. How could I doubt you?,polite
Where is the vandalism? Diffs?,impolite
"In the ACR for <url>, you mentioned that you had concerns with my writing style and were wary of supporting it. Can you specifically clarify what content in the article you had grammatical concerns with so I can make the needed improvements and gain your support?",impolite
